Wm,W0m,dm,tm,cols,La,Wa,vswr,bandwidth,s,pr,p0
4285.7,488.57,271.43,428.57,1.0,0.0,5624.2,1.1714653999999998,119.90979999999985,-22.051531,0.21736215,0.49843803
4285.7,488.57,271.43,428.57,1.0,0.0,2142.9,10.180099,,-1.7119659,0.03334166,0.15917857
4285.7,488.57,271.43,428.57,1.0,0.0,5000.0,1.2396184,119.49000000000032,-19.413076999999998,0.21684652,0.49659486
4285.7,488.57,271.43,428.57,1.0,0.0,5624.2,1.1714653,119.90979999999985,-22.051531,0.21736215,0.49843803
4285.7,488.57,271.43,428.57,1.0,0.0,2142.9,10.180095,,-1.7119665000000002,0.033341654,0.15917863
4285.7,488.57,271.43,428.57,1.0,0.0,5000.0,1.2396184,119.49000000000032,-19.413076999999998,0.21684653,0.49659486
4285.7,488.57,271.43,428.57,1.0,0.0,5624.2,1.1714653,119.90979999999985,-22.051533,0.21736216,0.49843803
4285.7,488.57,271.43,428.57,1.0,0.0,2142.9,10.180082,,-1.7119687,0.033341652,0.15917876
4285.7,162.86,162.86,428.57,5.0,-21429.0,5000.0,1.3818993,120.53990000000026,-15.89949,0.20935473,0.49103617
4285.7,488.57,271.43,428.57,1.0,0.0,5000.0,1.2396184,119.49000000000032,-19.413076999999998,0.21684653,0.49659486
4285.7,488.57,271.43,428.57,1.0,0.0,5624.2,1.1714653999999998,119.90979999999985,-22.051528,0.21736215,0.49843803
4285.7,488.57,271.43,428.57,1.0,0.0,2142.9,10.180091000000001,,-1.7119673,0.033341655,0.15917867
4285.7,488.57,271.43,428.57,1.0,0.0,5000.0,1.2396183,119.49000000000032,-19.413081,0.21684654,0.49659486
4285.7,488.57,271.43,428.57,1.0,0.0,5624.2,1.1714653,119.90979999999985,-22.051532,0.21736215,0.49843803
4285.7,488.57,271.43,428.57,3.0,-10714.0,2142.9,15.006748000000002,,-1.1593156,0.018673037,0.11469411
4285.7,488.57,271.43,428.57,3.0,-10714.0,5000.0,1.3808288999999998,120.32980000000038,-15.919965,0.21351502,0.49100627
4285.7,488.57,271.43,428.57,3.0,-10714.0,5624.2,1.3037648000000002,120.75000000000014,-17.598015,0.21474165,0.49441934
4285.7,488.57,271.43,428.57,5.0,-21429.0,2142.9,14.850813,,-1.1715255,0.019222027,0.11569851
4285.7,488.57,271.43,428.57,5.0,-21429.0,5000.0,1.3792437,120.54009999999992,-15.95041,0.21355007,0.49113509
4285.7,162.86,162.86,428.57,1.0,0.0,5624.2,1.1799326,120.12029999999996,-21.666662,0.21367878,0.49830113
4285.7,162.86,162.86,428.57,5.0,-21429.0,5624.2,1.2991527,120.75000000000014,-17.713497,0.21090495,0.49466964
4285.7,488.57,271.43,428.57,5.0,-21429.0,5624.2,1.3021986,120.7499000000003,-17.637007,0.21472804,0.49452507
4285.7,488.57,380.0,428.57,1.0,0.0,2142.9,9.1551573,,-1.9050862000000002,0.043605938,0.17319486
4285.7,488.57,380.0,428.57,1.0,0.0,5000.0,1.2344966999999998,119.06979999999967,-19.580858,0.21934446,0.496705
4285.7,488.57,380.0,428.57,1.0,0.0,5624.2,1.1673329,119.69989999999964,-22.246886,0.21985005,0.49846769999999996
4285.7,488.57,380.0,428.57,1.0,0.0,2142.9,9.1551574,,-1.9050862000000002,0.043605933,0.17319489999999998
4285.7,488.57,380.0,428.57,1.0,0.0,5000.0,1.2344968,119.06979999999967,-19.580856,0.21934444,0.496705
4285.7,488.57,380.0,428.57,1.0,0.0,5624.2,1.1673329,119.69989999999964,-22.246886,0.21985005,0.49846769999999996
4285.7,488.57,380.0,428.57,1.0,0.0,2142.9,9.1551609,,-1.9050855,0.043605930999999994,0.17319487
4285.7,488.57,380.0,428.57,1.0,0.0,5000.0,1.2344968,119.06979999999967,-19.580857,0.21934445,0.496705
4285.7,488.57,380.0,428.57,1.0,0.0,5624.2,1.1673329,119.69989999999964,-22.246883,0.21985004,0.49846769999999996
4285.7,162.86,271.43,428.57,1.0,0.0,2142.9,13.301875,,-1.3084331,0.0070535715,0.12830103
4285.7,488.57,380.0,428.57,1.0,0.0,2142.9,9.1551556,,-1.9050865000000001,0.043605932,0.17319492
4285.7,488.57,380.0,428.57,1.0,0.0,5000.0,1.2344968,119.06979999999967,-19.580856,0.21934445,0.496705
4285.7,488.57,380.0,428.57,1.0,0.0,5624.2,1.1673329,119.69989999999964,-22.246887,0.21985006,0.49846769999999996
4285.7,488.57,380.0,428.57,1.0,0.0,2142.9,9.1551653,,-1.9050846000000001,0.043605942,0.17319477
4285.7,488.57,380.0,428.57,1.0,0.0,5000.0,1.2344968,119.06979999999967,-19.580856,0.21934445,0.496705
4285.7,488.57,380.0,428.57,1.0,0.0,5624.2,1.1673329,119.69989999999964,-22.246887,0.21985006,0.49846769999999996
4285.7,488.57,380.0,428.57,1.0,0.0,2142.9,9.155152099999999,,-1.9050871999999999,0.04360593,0.17319495
4285.7,488.57,380.0,428.57,1.0,0.0,5000.0,1.2344968,119.06979999999967,-19.580857,0.21934445,0.496705
4285.7,488.57,380.0,428.57,1.0,0.0,5624.2,1.1673328,119.69989999999964,-22.246889000000003,0.21985006,0.49846769999999996
4285.7,488.57,380.0,428.57,1.0,0.0,2142.9,9.1551574,,-1.9050862000000002,0.043605934000000006,0.17319489
4285.7,162.86,271.43,428.57,1.0,0.0,5000.0,1.2389683,119.49000000000032,-19.434155,0.21684713,0.49661411
4285.7,488.57,380.0,428.57,1.0,0.0,5000.0,1.2344968,119.06979999999967,-19.580857,0.21934445,0.496705
4285.7,488.57,380.0,428.57,1.0,0.0,5624.2,1.1673329,119.69989999999964,-22.246886,0.21985005,0.49846769999999996
4285.7,488.57,380.0,428.57,1.0,0.0,2142.9,9.1551618,,-1.9050854,0.043605937000000004,0.17319484
4285.7,488.57,380.0,428.57,1.0,0.0,5000.0,1.2344968,119.06979999999967,-19.580855,0.21934444,0.496705
4285.7,488.57,380.0,428.57,1.0,0.0,5624.2,1.1673329,119.69989999999964,-22.246885,0.21985005,0.49846769999999996
4285.7,488.57,380.0,428.57,3.0,-10714.0,2142.9,14.398576,,-1.2084382,0.02154401,0.11886078
4285.7,488.57,380.0,428.57,3.0,-10714.0,5000.0,1.3821618999999998,118.6497000000002,-15.894478,0.21199795,0.49080201
4285.7,488.57,380.0,428.57,3.0,-10714.0,5624.2,1.3050895,119.06980000000055,-17.56521,0.21321699,0.49422844
4285.7,488.57,380.0,428.57,5.0,-21429.0,2142.9,14.241976999999999,,-1.2217694,0.02203573,0.11995334
4285.7,488.57,380.0,428.57,5.0,-21429.0,5000.0,1.3804007,118.6497000000002,-15.928175,0.21203146,0.49093482
4285.7,162.86,271.43,428.57,1.0,0.0,5624.2,1.1713996000000002,119.69999999999992,-22.054598000000002,0.21738112,0.49843892
4285.7,488.57,380.0,428.57,5.0,-21429.0,5624.2,1.3033278999999998,118.86000000000064,-17.608867,0.21322067,0.49433856
4285.7,488.57,488.57,428.57,1.0,0.0,2142.9,8.8263704,,-1.9766549999999998,0.047536849000000006,0.17804905
4285.7,488.57,488.57,428.57,1.0,0.0,5000.0,1.230947,118.6499999999997,-19.69954,0.22103961,0.49682866
4285.7,488.57,488.57,428.57,1.0,0.0,5624.2,1.1650023999999999,119.28009999999966,-22.359360000000002,0.22149706,0.49848603
4285.7,488.57,488.57,428.57,1.0,0.0,2142.9,8.8263695,,-1.9766550999999999,0.047536844,0.17804906
4285.7,488.57,488.57,428.57,1.0,0.0,5000.0,1.2309469,118.6499999999997,-19.699542,0.22103962,0.49682866
4285.7,488.57,488.57,428.57,1.0,0.0,5624.2,1.1650023999999999,119.28009999999966,-22.359362,0.22149705,0.49848603
4285.7,488.57,488.57,428.57,1.0,0.0,2142.9,8.8263695,,-1.9766550999999999,0.047536845,0.17804904
4285.7,488.57,488.57,428.57,1.0,0.0,5000.0,1.230947,118.6499999999997,-19.699538,0.22103961,0.49682866
4285.7,488.57,488.57,428.57,1.0,0.0,5624.2,1.1650025,119.28009999999966,-22.359360000000002,0.22149705,0.49848603
4285.7,162.86,271.43,428.57,1.0,0.0,2142.9,13.301862,,-1.3084343999999999,0.0070535693000000005,0.12830115
4285.7,488.57,488.57,428.57,1.0,0.0,2142.9,8.8263794,,-1.9766525000000001,0.047536857,0.17804893
4285.7,488.57,488.57,428.57,1.0,0.0,5000.0,1.230947,118.6499999999997,-19.699539,0.22103961,0.49682866
4285.7,488.57,488.57,428.57,1.0,0.0,5624.2,1.1650025,119.28009999999966,-22.359358,0.22149705,0.49848603
4285.7,488.57,488.57,428.57,1.0,0.0,2142.9,8.8263712,,-1.9766548,0.047536848,0.17804904
4285.7,488.57,488.57,428.57,1.0,0.0,5000.0,1.2309469,118.6499999999997,-19.69954,0.22103961,0.49682866
4285.7,488.57,488.57,428.57,1.0,0.0,5624.2,1.1650023999999999,119.28009999999966,-22.359361,0.22149706,0.49848603
4285.7,488.57,488.57,428.57,1.0,0.0,2142.9,8.8263654,,-1.9766560000000002,0.047536836,0.17804914
4285.7,488.57,488.57,428.57,1.0,0.0,5000.0,1.230947,118.6499999999997,-19.699539,0.22103962,0.49682866
4285.7,488.57,488.57,428.57,1.0,0.0,5624.2,1.1650023999999999,119.28009999999966,-22.359360000000002,0.22149705,0.49848603
4285.7,488.57,488.57,428.57,1.0,0.0,2142.9,8.8263712,,-1.9766548,0.047536847,0.17804905
4285.7,162.86,271.43,428.57,1.0,0.0,5000.0,1.2389682,119.49000000000032,-19.434155,0.21684715,0.49661411
4285.7,488.57,488.57,428.57,1.0,0.0,5000.0,1.2309469,118.6499999999997,-19.699542,0.22103962,0.49682866
4285.7,488.57,488.57,428.57,1.0,0.0,5624.2,1.1650025,119.28009999999966,-22.359359,0.22149705,0.49848603
4285.7,488.57,488.57,428.57,1.0,0.0,2142.9,8.826366199999999,,-1.9766558999999997,0.04753684,0.17804911
4285.7,488.57,488.57,428.57,1.0,0.0,5000.0,1.2309469,118.6499999999997,-19.699542,0.22103962,0.49682866
4285.7,488.57,488.57,428.57,1.0,0.0,5624.2,1.1650023999999999,119.28009999999966,-22.359362,0.22149706,0.49848603
4285.7,488.57,488.57,428.57,3.0,-10714.0,2142.9,14.278186999999999,,-1.2186608,0.023257563999999998,0.11961705
4285.7,488.57,488.57,428.57,3.0,-10714.0,5000.0,1.3451285,117.17989999999956,-16.643717000000002,0.21863829,0.49248580000000003
4285.7,488.57,488.57,428.57,3.0,-10714.0,5624.2,1.2705403,117.59990000000053,-18.477944,0.21970333,0.49547674
4285.7,488.57,488.57,428.57,5.0,-21429.0,2142.9,14.120288,,-1.2323339,0.023748116,0.12073377
4285.7,488.57,488.57,428.57,5.0,-21429.0,5000.0,1.3433662,117.17989999999956,-16.681653,0.21863593,0.49260809
4285.7,162.86,271.43,428.57,1.0,0.0,5624.2,1.1713997,119.69999999999992,-22.054594,0.21738110000000002,0.49843892
4285.7,488.57,488.57,428.57,5.0,-21429.0,5624.2,1.2687617,117.59990000000009,-18.528431,0.21966641,0.49557569
4285.7,651.43,162.86,428.57,1.0,0.0,2142.9,12.680734,,-1.3727855,0.0021470223000000003,0.13452922
4285.7,651.43,162.86,428.57,1.0,0.0,5000.0,1.2450683,119.69999999999992,-19.238848,0.21329933,0.49645742
4285.7,651.43,162.86,428.57,1.0,0.0,5624.2,1.1766641000000002,120.11979999999988,-21.81286,0.21386746,0.49837505
4285.7,651.43,162.86,428.57,1.0,0.0,2142.9,12.680734,,-1.3727855,0.0021470214,0.13452923
4285.7,651.43,162.86,428.57,1.0,0.0,5000.0,1.2450683,119.69999999999992,-19.238849,0.21329934,0.49645742
4285.7,651.43,162.86,428.57,1.0,0.0,5624.2,1.1766641000000002,120.11979999999988,-21.81286,0.21386745,0.49837505
4285.7,651.43,162.86,428.57,1.0,0.0,2142.9,12.680710000000001,,-1.3727881000000002,0.0021470204,0.13452941
4285.7,651.43,162.86,428.57,1.0,0.0,5000.0,1.2450683,119.69999999999992,-19.238847,0.21329934,0.49645742
4285.7,651.43,162.86,428.57,1.0,0.0,5624.2,1.1766641000000002,120.11979999999988,-21.812862,0.21386747,0.49837506
4285.7,162.86,271.43,428.57,1.0,0.0,2142.9,13.301875,,-1.3084331,0.007053570699999999,0.12830101
4285.7,651.43,162.86,428.57,1.0,0.0,2142.9,12.680729,,-1.3727861000000001,0.0021470209,0.13452927
4285.7,651.43,162.86,428.57,1.0,0.0,5000.0,1.2450683,119.69999999999992,-19.238848,0.21329935,0.49645742
4285.7,651.43,162.86,428.57,1.0,0.0,5624.2,1.1766641000000002,120.11979999999988,-21.81286,0.21386746,0.49837505
4285.7,651.43,162.86,428.57,1.0,0.0,2142.9,12.680727000000001,,-1.3727862,0.0021470220999999998,0.13452926
4285.7,651.43,162.86,428.57,1.0,0.0,5000.0,1.2450683,119.69999999999992,-19.238849,0.21329936,0.49645742
4285.7,651.43,162.86,428.57,1.0,0.0,5624.2,1.176664,120.11979999999988,-21.812865,0.21386747,0.49837506
4285.7,651.43,162.86,428.57,1.0,0.0,2142.9,12.680727000000001,,-1.3727862,0.002147022,0.13452928
4285.7,651.43,162.86,428.57,1.0,0.0,5000.0,1.2450683,119.69999999999992,-19.238847,0.21329934,0.49645742
4285.7,651.43,162.86,428.57,1.0,0.0,5624.2,1.1766641000000002,120.11979999999988,-21.81286,0.21386745,0.49837505
4285.7,651.43,162.86,428.57,1.0,0.0,2142.9,12.680729,,-1.3727861000000001,0.0021470220999999998,0.13452926
4285.7,162.86,271.43,428.57,1.0,0.0,5000.0,1.2389683,119.49000000000032,-19.434154,0.21684713,0.49661411
4285.7,651.43,162.86,428.57,1.0,0.0,5000.0,1.2450683999999999,119.69999999999992,-19.238846,0.21329934,0.49645742
4285.7,651.43,162.86,428.57,1.0,0.0,5624.2,1.1766641000000002,120.11979999999988,-21.812860999999998,0.21386746,0.49837506
4285.7,651.43,162.86,428.57,1.0,0.0,2142.9,12.680723,,-1.3727867,0.0021470206,0.13452935
4285.7,651.43,162.86,428.57,1.0,0.0,5000.0,1.2450683,119.69999999999992,-19.238848,0.21329935,0.49645742
4285.7,651.43,162.86,428.57,1.0,0.0,5624.2,1.1766641000000002,120.11979999999988,-21.812860999999998,0.21386745,0.49837506
4285.7,651.43,162.86,428.57,3.0,-10714.0,2142.9,16.651695999999998,,-1.0445004999999998,0.0064261234999999995,0.10529924
4285.7,651.43,162.86,428.57,3.0,-10714.0,5000.0,1.3648504,120.33010000000033,-16.233778,0.21051599999999998,0.49176769
4285.7,651.43,162.86,428.57,3.0,-10714.0,5624.2,1.2915553,120.7496999999993,-17.908186999999998,0.21163187,0.49491144
4285.7,651.43,162.86,428.57,5.0,-21429.0,2142.9,16.606519,,-1.047349,0.0066916491000000005,0.10550574
4285.7,651.43,162.86,428.57,5.0,-21429.0,5000.0,1.3639118000000001,120.33010000000033,-16.252702,0.2105109,0.49188157
4285.7,162.86,271.43,428.57,1.0,0.0,5624.2,1.1713997,119.69999999999992,-22.054594,0.21738111,0.49843892
4285.7,651.43,162.86,428.57,5.0,-21429.0,5624.2,1.2905121000000002,120.53989999999936,-17.935368,0.21160779,0.49500823
4285.7,651.43,271.43,428.57,1.0,0.0,2142.9,9.9069159,,-1.7594919999999998,0.035737394,0.16268404
4285.7,651.43,271.43,428.57,1.0,0.0,5000.0,1.2396906,119.49000000000032,-19.41074,0.21683301,0.49659244
4285.7,651.43,271.43,428.57,1.0,0.0,5624.2,1.171484,119.90979999999985,-22.05066,0.21736226,0.49843783
4285.7,651.43,271.43,428.57,1.0,0.0,2142.9,9.9069109,,-1.7594933999999998,0.03573739,0.16268411
4285.7,651.43,271.43,428.57,1.0,0.0,5000.0,1.2396907,119.49000000000032,-19.410739000000003,0.21683301,0.49659244
4285.7,651.43,271.43,428.57,1.0,0.0,5624.2,1.171484,119.90979999999985,-22.050658,0.21736226,0.49843783
4285.7,651.43,271.43,428.57,1.0,0.0,2142.9,9.9069212,,-1.7594911,0.035737395,0.16268398
4285.7,651.43,271.43,428.57,1.0,0.0,5000.0,1.2396907,119.49000000000032,-19.410738000000002,0.21683301,0.49659244
4285.7,651.43,271.43,428.57,1.0,0.0,5624.2,1.171484,119.90979999999985,-22.050662,0.21736227,0.49843783
4285.7,162.86,162.86,428.57,1.0,0.0,2142.9,1.9715964,77.0698000000003,-9.7100787,0.14497832,0.45160292
4285.7,162.86,271.43,428.57,1.0,0.0,2142.9,13.301875,,-1.3084331,0.0070535716,0.12830104
4285.7,651.43,271.43,428.57,1.0,0.0,2142.9,9.9069212,,-1.7594911,0.035737396,0.16268398
4285.7,651.43,271.43,428.57,1.0,0.0,5000.0,1.2396906,119.49000000000032,-19.410739000000003,0.21683301,0.49659244
4285.7,651.43,271.43,428.57,1.0,0.0,5624.2,1.171484,119.90979999999985,-22.05066,0.21736228,0.49843783
4285.7,651.43,271.43,428.57,1.0,0.0,2142.9,9.9069034,,-1.7594947,0.035737383,0.16268416
4285.7,651.43,271.43,428.57,1.0,0.0,5000.0,1.2396906,119.49000000000032,-19.41074,0.21683302,0.49659244
4285.7,651.43,271.43,428.57,1.0,0.0,5624.2,1.171484,119.90979999999985,-22.05066,0.21736227,0.49843783
4285.7,651.43,271.43,428.57,1.0,0.0,2142.9,9.9069118,,-1.7594933000000001,0.035737393,0.16268408
4285.7,651.43,271.43,428.57,1.0,0.0,5000.0,1.2396907,119.49000000000032,-19.410738000000002,0.21683301,0.49659244
4285.7,651.43,271.43,428.57,1.0,0.0,5624.2,1.171484,119.90979999999985,-22.05066,0.21736227,0.49843783
4285.7,651.43,271.43,428.57,1.0,0.0,2142.9,9.9069171,,-1.7594922999999998,0.035737391,0.16268404
4285.7,162.86,271.43,428.57,1.0,0.0,5000.0,1.2389683,119.49000000000032,-19.434153,0.21684713,0.49661411
4285.7,651.43,271.43,428.57,1.0,0.0,5000.0,1.2396906,119.49000000000032,-19.410739000000003,0.21683302,0.49659244
4285.7,651.43,271.43,428.57,1.0,0.0,5624.2,1.171484,119.90979999999985,-22.050660999999998,0.21736227,0.49843783
4285.7,651.43,271.43,428.57,1.0,0.0,2142.9,9.906907499999999,,-1.7594938999999998,0.035737389,0.16268414
4285.7,651.43,271.43,428.57,1.0,0.0,5000.0,1.2396907,119.49000000000032,-19.410739000000003,0.216833,0.49659244
4285.7,651.43,271.43,428.57,1.0,0.0,5624.2,1.171484,119.90979999999985,-22.050659,0.21736227,0.49843783
4285.7,651.43,271.43,428.57,3.0,-10714.0,2142.9,14.818260999999998,,-1.1741066,0.019602107,0.11593446
4285.7,651.43,271.43,428.57,3.0,-10714.0,5000.0,1.3810198,120.32980000000038,-15.916307999999999,0.21350049,0.49099726
4285.7,651.43,271.43,428.57,3.0,-10714.0,5624.2,1.3038582,120.75000000000014,-17.595697,0.21473065,0.49441571
4285.7,651.43,271.43,428.57,5.0,-21429.0,2142.9,14.670438,,-1.1859741000000001,0.020091592,0.11690716
4285.7,651.43,271.43,428.57,5.0,-21429.0,5000.0,1.3794336,120.54009999999992,-15.946755,0.21354423,0.49112639
4285.7,162.86,271.43,428.57,1.0,0.0,5624.2,1.1713997,119.69999999999992,-22.054594,0.21738111,0.49843892
4285.7,651.43,271.43,428.57,5.0,-21429.0,5624.2,1.3022855,120.7499000000003,-17.634837,0.21471706,0.49452170000000006
4285.7,651.43,380.0,428.57,1.0,0.0,2142.9,8.953797699999999,,-1.9482853,0.045549274,0.17625524
4285.7,651.43,380.0,428.57,1.0,0.0,5000.0,1.2345545,119.2799,-19.578942,0.21931922,0.49670349
4285.7,651.43,380.0,428.57,1.0,0.0,5624.2,1.1673773,119.69989999999964,-22.244759,0.21981677,0.49846695
4285.7,651.43,380.0,428.57,1.0,0.0,2142.9,8.9537985,,-1.9482851000000003,0.045549276,0.17625518
4285.7,651.43,380.0,428.57,1.0,0.0,5000.0,1.2345545,119.2799,-19.578943,0.21931921,0.49670349
4285.7,651.43,380.0,428.57,1.0,0.0,5624.2,1.1673773,119.69989999999964,-22.244759,0.21981676,0.49846695
4285.7,651.43,380.0,428.57,1.0,0.0,2142.9,8.953795199999998,,-1.9482858,0.04554927,0.17625523
4285.7,651.43,380.0,428.57,1.0,0.0,5000.0,1.2345545,119.2799,-19.578942,0.21931922,0.49670349
4285.7,651.43,380.0,428.57,1.0,0.0,5624.2,1.1673773,119.69989999999964,-22.244757999999997,0.21981676,0.49846695
4285.7,162.86,271.43,428.57,1.0,0.0,2142.9,13.301869,,-1.3084338,0.007053569599999999,0.12830111
4285.7,651.43,380.0,428.57,1.0,0.0,2142.9,8.9538061,,-1.9482836,0.04554927,0.17625511
4285.7,651.43,380.0,428.57,1.0,0.0,5000.0,1.2345545,119.2799,-19.578944,0.21931923,0.49670349999999996
4285.7,651.43,380.0,428.57,1.0,0.0,5624.2,1.1673773,119.69989999999964,-22.244759,0.21981677,0.49846695
4285.7,651.43,380.0,428.57,1.0,0.0,2142.9,8.953795199999998,,-1.9482858,0.045549275,0.17625521
4285.7,651.43,380.0,428.57,1.0,0.0,5000.0,1.2345545,119.2799,-19.578944,0.21931923,0.49670349999999996
4285.7,651.43,380.0,428.57,1.0,0.0,5624.2,1.1673773,119.69989999999964,-22.244759,0.21981678,0.49846695
4285.7,651.43,380.0,428.57,1.0,0.0,2142.9,8.953791800000001,,-1.9482865000000003,0.045549265,0.17625525
4285.7,651.43,380.0,428.57,1.0,0.0,5000.0,1.2345545,119.2799,-19.578945,0.21931923,0.49670349999999996
4285.7,651.43,380.0,428.57,1.0,0.0,5624.2,1.1673773,119.69989999999964,-22.24476,0.21981677,0.49846695
4285.7,651.43,380.0,428.57,1.0,0.0,2142.9,8.9538002,,-1.9482846999999999,0.045549268,0.17625519
4285.7,162.86,271.43,428.57,1.0,0.0,5000.0,1.2389683,119.49000000000032,-19.434154,0.21684713,0.49661411
4285.7,651.43,380.0,428.57,1.0,0.0,5000.0,1.2345545,119.2799,-19.578944,0.21931923,0.49670349999999996
4285.7,651.43,380.0,428.57,1.0,0.0,5624.2,1.1673774,119.69989999999964,-22.244756,0.21981676,0.49846695
4285.7,651.43,380.0,428.57,1.0,0.0,2142.9,8.9538002,,-1.9482846999999999,0.045549269,0.17625519
4285.7,651.43,380.0,428.57,1.0,0.0,5000.0,1.2345545,119.2799,-19.578943,0.21931923,0.49670349999999996
4285.7,651.43,380.0,428.57,1.0,0.0,5624.2,1.1673773,119.69989999999964,-22.244757999999997,0.21981676,0.49846695
4285.7,651.43,380.0,428.57,3.0,-10714.0,2142.9,14.230766000000001,,-1.2227351999999998,0.022251982000000003,0.12005510000000001
4285.7,651.43,380.0,428.57,3.0,-10714.0,5000.0,1.3822927,118.6497000000002,-15.891982999999998,0.21199262,0.49079617
4285.7,651.43,380.0,428.57,3.0,-10714.0,5624.2,1.3051522,119.06980000000055,-17.563661,0.21320711,0.49422633
4285.7,651.43,380.0,428.57,5.0,-21429.0,2142.9,14.084493,,-1.2354762,0.022706382,0.12109449
4285.7,651.43,380.0,428.57,5.0,-21429.0,5000.0,1.3805306,118.6497000000002,-15.925684,0.21201385,0.49092883
4285.7,162.86,271.43,428.57,1.0,0.0,5624.2,1.1713997999999999,119.69999999999992,-22.054592,0.21738109,0.49843892
4285.7,651.43,380.0,428.57,5.0,-21429.0,5624.2,1.3033918,118.86000000000064,-17.60728,0.21320075,0.49433625
4285.7,651.43,488.57,428.57,1.0,0.0,2142.9,8.6442335,,-2.0186756,0.049334017,0.180976
4285.7,651.43,488.57,428.57,1.0,0.0,5000.0,1.2310507,118.6499999999997,-19.696043,0.22092762,0.49682645
4285.7,651.43,488.57,428.57,1.0,0.0,5624.2,1.1650481000000001,119.28009999999966,-22.357141,0.22139211,0.49848664
4285.7,651.43,488.57,428.57,1.0,0.0,2142.9,8.6442294,,-2.0186766,0.049334012999999996,0.18097605
4285.7,651.43,488.57,428.57,1.0,0.0,5000.0,1.2310506,118.6499999999997,-19.696045,0.22092764,0.49682645
4285.7,651.43,488.57,428.57,1.0,0.0,5624.2,1.1650481000000001,119.28009999999966,-22.357142,0.22139211,0.49848664
4285.7,651.43,488.57,428.57,1.0,0.0,2142.9,8.6442311,,-2.0186761000000004,0.049334011,0.18097604
4285.7,651.43,488.57,428.57,1.0,0.0,5000.0,1.2310507,118.6499999999997,-19.696044,0.22092764,0.49682645
4285.7,651.43,488.57,428.57,1.0,0.0,5624.2,1.1650481000000001,119.28009999999966,-22.357141,0.22139212,0.49848664
4285.7,162.86,271.43,428.57,1.0,0.0,2142.9,13.301869,,-1.3084338,0.0070535705,0.1283011
4285.7,651.43,488.57,428.57,1.0,0.0,2142.9,8.644227800000001,,-2.018677,0.049334005,0.18097608
4285.7,651.43,488.57,428.57,1.0,0.0,5000.0,1.2310507,118.6499999999997,-19.696043,0.22092764,0.49682645
4285.7,651.43,488.57,428.57,1.0,0.0,5624.2,1.1650481000000001,119.28009999999966,-22.357143,0.22139211,0.49848664
4285.7,651.43,488.57,428.57,1.0,0.0,2142.9,8.6442279,,-2.0186768,0.049334004,0.18097608
4285.7,651.43,488.57,428.57,1.0,0.0,5000.0,1.2310508,118.6499999999997,-19.696041,0.22092763,0.49682645
4285.7,651.43,488.57,428.57,1.0,0.0,5624.2,1.1650481000000001,119.28009999999966,-22.357143,0.22139212,0.49848664
4285.7,651.43,488.57,428.57,1.0,0.0,2142.9,8.644226300000001,,-2.0186772,0.049334008,0.18097607
